student_id,name,course,semester,attendance,previous_gpa,current_gpa,assignment_rate,internal_marks,backlogs,engagement,dropout,gpa_trend
STU0292,Amit Chopra,B.Tech Electronics,6,91,8.45,8.64,97,72,0,89,0,0.19
STU0293,Fatima Singh,B.Tech Electronics,2,83,7.28,7.53,98,85,0,91,0,0.25
STU0294,Pari Reddy,MBA,1,95,8.86,9.34,95,86,0,73,0,0.48
STU0295,Arjun Rao,B.Tech Electronics,8,85,7.78,8.36,91,86,0,88,0,0.58
STU0296,Riya Rao,B.Tech Computer Science,2,87,9.05,9.08,92,81,0,75,0,0.03
STU0297,Deepak Joshi,B.Tech Electronics,1,83,8.18,8.24,88,77,0,84,0,0.06
STU0298,Amit Iyer,BCA,8,79,8.58,8.75,84,84,0,79,0,0.17
STU0299,Vihaan Chatterjee,B.Tech Computer Science,6,88,8.87,8.64,92,85,1,89,0,-0.23
STU0300,Sai Malhotra,B.Tech Mechanical,3,88,7.82,7.91,88,92,0,85,0,0.09
STU0301,Tanvi Chatterjee,MBA,3,96,8.17,8.18,84,75,0,73,0,0.01
STU0302,Aadhya Joshi,B.Tech Electronics,6,88,8.45,8.28,96,83,0,86,0,-0.17
STU0303,Vihaan Gupta,B.Tech Computer Science,6,95,8.65,8.75,87,73,0,79,0,0.1
STU0304,Myra Rao,BCA,3,85,7.71,7.83,92,84,0,80,0,0.12
STU0305,Manish Singh,BCA,5,87,8.42,8.35,99,85,1,85,0,-0.07
STU0306,Meera Singh,MBA,2,90,8.32,8.66,93,82,0,87,0,0.34
STU0307,Myra Gupta,MCA,2,81,8.25,8.39,90,85,0,71,0,0.14
STU0308,Sneha Malhotra,BCA,1,84,8.25,8.43,86,93,0,78,0,0.18
STU0309,Atharva Iyer,BCA,8,91,8.41,8.43,100,78,0,91,0,0.02
STU0310,Krishna Singh,B.Tech Computer Science,5,92,7.86,8.29,90,87,0,86,0,0.43
STU0311,Reyansh Malhotra,MBA,1,86,8.61,8.92,83,93,0,73,0,0.31
STU0312,Simran Singh,MBA,7,92,8.76,8.69,89,79,0,83,0,-0.07
STU0313,Atharva Kulkarni,MCA,8,85,8.59,9.0,98,82,0,83,0,0.41
STU0314,Riya Nair,B.Tech Electronics,5,78,7.8,8.14,100,78,0,80,0,0.34
STU0315,Tanvi Nair,MBA,4,86,8.34,8.33,94,83,0,84,0,-0.01
STU0316,Rahul Iyer,BCA,8,89,8.2,8.26,91,85,0,82,0,0.06
STU0317,Aadhya Joshi,MBA,7,85,9.0,9.26,90,90,1,82,0,0.26
STU0318,Dhruv Kulkarni,MCA,5,92,8.38,8.51,94,76,0,77,0,0.13
STU0319,Rahul Das,MBA,2,81,8.27,8.77,100,89,0,88,0,0.5
STU0320,Vikram Mehta,BCA,2,77,7.93,7.92,88,84,0,81,0,-0.01
STU0321,Saanvi Chatterjee,MBA,3,77,8.57,8.51,93,98,0,78,0,-0.06
STU0322,Sai Nair,B.Tech Electronics,6,76,8.06,8.43,100,78,0,88,0,0.37
STU0323,Pooja Verma,B.Tech Electronics,6,84,8.15,8.83,84,87,0,88,0,0.68
STU0324,Sai Das,MCA,1,92,8.25,8.46,90,87,0,82,0,0.21
STU0325,Reyansh Gupta,MCA,3,90,8.02,8.25,91,92,0,84,0,0.23
STU0326,Rahul Singh,B.Tech Mechanical,8,78,8.83,8.8,88,82,0,94,0,-0.03
STU0327,Aarav Patel,B.Tech Computer Science,5,76,9.77,10.0,93,85,0,86,0,0.23
STU0328,Ishaan Kapoor,B.Tech Mechanical,7,89,8.52,8.78,92,84,0,83,0,0.26
STU0329,Aadhya Nair,BCA,2,86,8.77,9.04,80,89,0,86,0,0.27
STU0330,Pooja Kulkarni,B.Tech Electronics,2,86,8.01,8.38,96,81,0,87,0,0.37
STU0331,Kavya Kulkarni,MBA,1,82,7.51,7.53,96,91,0,88,0,0.02
STU0332,Amit Nair,B.Tech Mechanical,3,90,8.46,8.48,94,90,0,90,0,0.02
STU0333,Aarav Kulkarni,BCA,4,92,8.55,8.77,97,85,0,78,0,0.22
STU0334,Atharva Patel,MBA,6,86,7.83,7.84,91,81,0,82,0,0.01
STU0335,Vikram Kapoor,MBA,1,77,8.31,8.46,87,89,0,91,0,0.15
STU0336,Rahul Verma,B.Tech Mechanical,7,78,7.82,7.82,87,90,1,83,0,0.0
STU0337,Diya Sharma,BCA,2,85,7.2,7.48,85,86,0,86,0,0.28
STU0338,Reyansh Chopra,B.Tech Mechanical,6,93,7.55,7.25,92,96,0,93,0,-0.3
STU0339,Navya Kapoor,BCA,3,88,7.95,8.26,87,88,0,88,0,0.31
STU0340,Zoya Mishra,B.Tech Mechanical,3,92,9.58,9.81,89,85,0,72,0,0.23
STU0341,Arjun Chatterjee,B.Tech Computer Science,5,83,8.0,8.05,92,81,0,92,0,0.05
STU0342,Dhruv Verma,BCA,5,87,8.2,8.28,92,90,0,78,0,0.08
STU0343,Neha Mishra,BCA,1,83,8.05,7.93,87,83,0,91,0,-0.12
STU0344,Dhruv Rao,BCA,1,88,8.3,8.62,91,88,0,84,0,0.32
STU0345,Isha Reddy,B.Tech Computer Science,6,88,7.91,7.61,91,94,0,91,0,-0.3
STU0346,Meera Chatterjee,B.Tech Electronics,6,91,8.82,8.99,92,82,1,82,0,0.17
STU0347,Kavya Mishra,BCA,5,90,8.8,8.92,89,86,0,89,0,0.12
STU0348,Sneha Patel,B.Tech Electronics,3,79,7.2,7.24,85,82,0,83,0,0.04
STU0349,Fatima Mehta,B.Tech Computer Science,6,84,8.93,9.15,93,89,0,77,0,0.22
STU0350,Pari Chatterjee,MBA,7,92,8.16,8.44,86,76,0,90,0,0.28
STU0351,Tanvi Das,B.Tech Electronics,1,88,7.75,7.73,97,78,0,96,0,-0.02
STU0352,Navya Kulkarni,B.Tech Electronics,5,82,8.52,8.6,95,82,0,83,0,0.08
STU0353,Vihaan Patel,B.Tech Mechanical,7,87,7.7,8.0,89,84,0,78,0,0.3
STU0354,Shaurya Sharma,MCA,8,76,8.1,8.73,95,85,0,83,0,0.63
STU0355,Arjun Nair,B.Tech Mechanical,6,87,8.47,8.38,97,90,0,90,0,-0.09
STU0356,Amit Verma,MBA,3,89,8.21,8.49,94,83,0,80,0,0.28
STU0357,Riya Das,B.Tech Electronics,2,87,8.97,8.87,84,86,0,85,0,-0.1
STU0358,Vikram Das,B.Tech Electronics,6,87,8.32,8.43,99,76,0,79,0,0.11
STU0359,Ananya Mehta,B.Tech Computer Science,3,86,7.38,7.49,100,86,0,86,0,0.11
STU0360,Myra Kapoor,B.Tech Computer Science,5,80,7.89,7.96,90,93,0,88,0,0.07
STU0361,Tanvi Iyer,MBA,5,81,8.32,8.57,97,95,0,77,0,0.25
STU0362,Kavya Iyer,B.Tech Computer Science,3,82,7.57,7.67,94,91,0,84,0,0.1
STU0363,Tanvi Kumar,B.Tech Mechanical,8,85,8.28,8.26,100,76,1,86,0,-0.02
STU0364,Fatima Das,B.Tech Mechanical,2,97,8.2,8.31,90,84,0,94,0,0.11
STU0365,Aadhya Rao,MCA,3,76,8.97,8.84,90,83,0,89,0,-0.13
STU0366,Deepak Nair,B.Tech Computer Science,4,79,8.43,8.98,85,87,0,80,0,0.55
STU0367,Ananya Mishra,B.Tech Computer Science,6,89,8.21,8.23,94,96,0,83,0,0.02
STU0368,Riya Chatterjee,MBA,3,90,7.55,7.51,94,94,0,87,0,-0.04
STU0369,Sai Patel,BCA,7,85,8.2,8.1,95,91,1,81,0,-0.1
STU0370,Rahul Malhotra,B.Tech Electronics,7,84,8.33,8.39,91,98,0,83,0,0.06
STU0371,Arjun Singh,BCA,2,85,7.88,8.18,91,82,0,94,0,0.3
STU0372,Vikram Das,MCA,3,94,7.9,7.68,97,81,0,90,0,-0.22
STU0373,Krishna Bose,MBA,1,77,8.65,8.56,95,86,0,78,0,-0.09
STU0374,Vikram Singh,BCA,3,84,8.54,8.71,94,97,0,74,0,0.17
STU0375,Rohan Das,MBA,5,95,8.25,8.22,85,84,0,91,0,-0.03
STU0376,Diya Iyer,B.Tech Mechanical,5,86,8.96,8.82,91,78,0,87,0,-0.14
STU0377,Pari Kulkarni,MBA,2,91,7.99,7.69,92,88,0,87,0,-0.3
STU0378,Shaurya Chopra,MBA,3,93,7.66,7.95,97,75,0,87,0,0.29
STU0379,Simran Kulkarni,BCA,1,84,8.16,8.38,89,81,0,85,0,0.22
STU0380,Vivaan Patel,B.Tech Computer Science,5,81,7.66,7.95,86,89,0,88,0,0.29
STU0381,Amit Bose,MBA,1,78,7.86,8.25,87,83,0,88,0,0.39
STU0382,Neha Rao,B.Tech Mechanical,5,90,8.07,8.1,99,96,0,91,0,0.03
STU0383,Meera Rao,B.Tech Electronics,2,87,7.8,7.78,94,88,0,94,0,-0.02
STU0384,Shaurya Chatterjee,B.Tech Electronics,8,90,7.45,7.81,87,83,0,86,0,0.36
STU0385,Isha Kulkarni,MCA,6,96,9.75,10.0,91,89,0,91,0,0.25
STU0386,Fatima Das,B.Tech Electronics,3,85,9.1,9.3,94,89,0,87,0,0.2
STU0387,Deepak Kapoor,B.Tech Computer Science,6,91,7.89,7.93,86,88,0,90,0,0.04
STU0388,Ayaan Reddy,B.Tech Electronics,4,89,9.04,9.19,95,79,0,82,0,0.15
STU0389,Vihaan Rao,B.Tech Electronics,7,90,8.62,8.71,91,76,0,82,0,0.09
STU0390,Shaurya Gupta,MBA,6,91,8.49,8.74,92,86,0,80,0,0.25
STU0391,Shaurya Mishra,MBA,8,90,8.41,8.66,89,73,0,92,0,0.25
STU0392,Pari Mishra,B.Tech Computer Science,2,84,7.77,8.06,90,92,1,89,0,0.29
STU0393,Deepak Chatterjee,MCA,4,90,7.52,7.91,93,83,0,86,0,0.39
STU0394,Vihaan Verma,BCA,8,78,8.4,8.34,85,76,0,92,0,-0.06
STU0395,Rahul Rao,MBA,1,83,8.97,9.01,83,79,0,93,0,0.04
STU0396,Sneha Singh,BCA,6,86,7.93,8.11,94,92,0,95,0,0.18
STU0397,Riya Verma,B.Tech Electronics,1,85,7.54,7.61,93,80,0,78,0,0.07
STU0398,Dhruv Das,MBA,5,88,8.18,8.34,88,84,0,78,0,0.16
STU0399,Deepak Chatterjee,MBA,5,91,8.72,8.5,87,77,0,80,0,-0.22
STU0400,Simran Kulkarni,B.Tech Computer Science,3,86,7.48,7.45,86,87,1,85,0,-0.03
STU0401,Meera Das,BCA,6,83,8.29,8.33,90,96,0,94,0,0.04
STU0402,Dhruv Kulkarni,MBA,7,80,8.61,8.92,86,90,0,95,0,0.31
STU0403,Aditya Verma,MCA,6,81,7.74,8.09,93,89,0,87,0,0.35
STU0404,Vikram Chatterjee,MCA,3,88,7.54,7.9,97,84,0,84,0,0.36
STU0405,Simran Gupta,MCA,7,79,8.46,8.72,91,92,1,82,0,0.26
STU0406,Pari Chopra,BCA,8,89,7.69,7.84,91,87,0,82,0,0.15
STU0407,Pari Mishra,B.Tech Computer Science,6,86,8.61,8.67,83,96,0,94,0,0.06
STU0408,Ayaan Bose,MBA,5,80,8.54,8.59,93,87,0,83,0,0.05
STU0409,Vivaan Kulkarni,B.Tech Electronics,5,83,7.85,7.82,87,85,1,79,0,-0.03
STU0410,Manish Chopra,MCA,1,90,8.94,8.97,93,88,0,88,0,0.03
STU0411,Shaurya Malhotra,B.Tech Mechanical,7,87,8.57,8.82,85,91,0,91,0,0.25
STU0412,Ananya Verma,MBA,2,83,8.22,8.51,90,92,0,98,0,0.29
STU0413,Tanvi Gupta,B.Tech Electronics,3,83,7.51,7.72,95,84,0,95,0,0.21
STU0414,Kabir Bose,MBA,8,80,8.55,8.58,100,97,0,79,0,0.03
STU0415,Vihaan Singh,MBA,4,84,8.63,8.7,91,86,0,71,0,0.07
STU0416,Rahul Malhotra,B.Tech Electronics,6,86,7.86,7.91,99,78,1,90,0,0.05
STU0417,Zoya Kapoor,BCA,6,85,8.06,8.37,93,89,0,91,0,0.31
STU0418,Diya Kulkarni,B.Tech Electronics,4,85,7.89,7.82,87,99,1,93,0,-0.07
STU0419,Saanvi Kapoor,BCA,4,80,7.54,7.79,94,89,1,83,0,0.25
STU0420,Pari Rao,B.Tech Mechanical,4,86,8.36,8.53,80,84,0,79,0,0.17
STU0421,Kavya Gupta,B.Tech Electronics,6,87,9.69,9.91,90,91,0,88,0,0.22
STU0422,Saanvi Rao,B.Tech Computer Science,7,89,8.5,9.06,86,88,0,78,0,0.56
STU0423,Meera Das,MCA,5,89,7.74,7.81,90,91,0,91,0,0.07
STU0424,Sai Das,B.Tech Electronics,5,80,8.23,8.24,85,84,0,82,0,0.01
STU0425,Kabir Iyer,MBA,5,99,8.42,8.29,89,92,0,98,0,-0.13
STU0426,Saanvi Singh,B.Tech Computer Science,4,79,7.26,7.78,93,80,0,88,0,0.52
STU0427,Vikram Nair,B.Tech Mechanical,4,76,8.2,8.42,96,79,0,85,0,0.22
STU0428,Pooja Gupta,B.Tech Mechanical,8,82,8.33,8.3,89,80,0,89,0,-0.03
STU0429,Krishna Sharma,MBA,3,91,8.08,8.24,84,84,0,84,0,0.16
STU0430,Rahul Mishra,B.Tech Mechanical,4,99,7.64,8.08,96,87,0,97,0,0.44
STU0431,Aadhya Gupta,BCA,1,88,8.39,8.53,98,92,0,80,0,0.14
STU0432,Sai Chopra,MCA,1,80,8.1,8.09,91,93,0,81,0,-0.01
STU0433,Atharva Bose,MCA,1,86,8.23,8.55,80,82,1,86,0,0.32
STU0434,Meera Mishra,MCA,5,93,7.95,7.72,95,82,0,76,0,-0.23
STU0435,Aarav Rao,MBA,2,83,8.11,8.14,80,91,0,93,0,0.03
STU0436,Isha Rao,B.Tech Electronics,8,90,7.63,7.74,91,89,0,89,0,0.11
STU0437,Krishna Malhotra,B.Tech Electronics,5,83,8.24,8.48,99,90,0,90,0,0.24
STU0438,Ayaan Gupta,MCA,8,87,8.91,9.14,87,94,0,89,0,0.23
STU0439,Atharva Sharma,B.Tech Mechanical,6,84,7.96,8.17,94,87,0,87,0,0.21
STU0440,Amit Iyer,MCA,7,95,8.74,8.93,96,79,0,87,0,0.19
STU0441,Deepak Gupta,B.Tech Computer Science,7,96,8.09,8.07,88,79,0,79,0,-0.02
STU0442,Atharva Singh,B.Tech Electronics,6,85,7.5,7.65,96,80,0,95,0,0.15
STU0443,Aarav Reddy,B.Tech Electronics,4,89,8.72,8.74,96,79,0,91,0,0.02
STU0444,Saanvi Gupta,BCA,1,87,8.48,8.39,87,89,0,78,0,-0.09
STU0445,Riya Nair,B.Tech Computer Science,2,89,7.52,7.84,85,89,0,89,0,0.32
STU0446,Shaurya Joshi,B.Tech Mechanical,5,83,8.49,8.69,89,79,0,71,0,0.2
STU0447,Aadhya Das,MBA,4,88,7.42,7.59,90,90,0,82,0,0.17
STU0448,Krishna Mishra,MCA,8,85,8.57,8.79,93,88,0,74,0,0.22
STU0449,Shreya Das,B.Tech Electronics,8,90,8.51,8.46,90,85,0,84,0,-0.05
STU0450,Kabir Nair,B.Tech Mechanical,2,88,8.92,9.29,85,89,0,94,0,0.37
STU0451,Vikram Das,B.Tech Computer Science,2,88,8.75,9.3,97,87,0,92,0,0.55
STU0452,Priya Malhotra,MCA,3,87,8.21,8.29,99,81,0,95,0,0.08
STU0453,Vikram Chatterjee,B.Tech Computer Science,4,89,7.5,7.72,81,89,0,91,0,0.22
STU0454,Kavya Patel,MBA,8,84,8.26,8.8,89,79,0,95,0,0.54
STU0455,Zoya Singh,MBA,7,96,8.2,8.55,98,81,0,81,0,0.35
STU0456,Vihaan Kapoor,B.Tech Electronics,5,93,9.04,9.3,87,97,0,81,0,0.26
STU0457,Meera Reddy,B.Tech Computer Science,4,85,8.37,8.83,96,88,0,88,0,0.46
STU0458,Aditya Bose,BCA,2,87,8.48,8.18,90,87,0,76,0,-0.3
STU0459,Vihaan Patel,B.Tech Electronics,1,88,8.1,8.6,99,83,0,83,0,0.5
STU0460,Atharva Singh,B.Tech Mechanical,7,86,7.97,8.16,88,79,0,89,0,0.19
STU0461,Myra Chatterjee,B.Tech Electronics,7,90,7.8,8.13,88,87,0,90,0,0.33
STU0462,Neha Singh,B.Tech Mechanical,6,86,8.43,8.48,91,84,0,79,0,0.05
STU0463,Neha Joshi,MBA,3,86,7.43,7.48,90,84,0,83,0,0.05
STU0464,Rohan Sharma,B.Tech Computer Science,5,86,8.44,8.76,88,78,0,77,0,0.32
STU0465,Neha Bose,MBA,7,84,8.02,8.02,85,83,0,86,0,0.0
STU0466,Ananya Chatterjee,BCA,3,89,7.92,7.99,87,85,0,79,0,0.07
STU0467,Ayaan Verma,B.Tech Mechanical,7,89,7.31,7.39,93,87,0,98,0,0.08
STU0468,Vivaan Nair,MCA,2,88,7.7,7.83,83,85,0,79,0,0.13
STU0469,Aditya Chatterjee,MBA,1,91,7.93,8.06,88,96,0,82,0,0.13
STU0470,Aditya Joshi,B.Tech Electronics,4,96,8.61,8.86,93,88,0,71,0,0.25
STU0471,Vihaan Singh,MBA,5,85,8.62,8.76,84,85,0,96,0,0.14
STU0472,Amit Gupta,MBA,6,93,8.17,8.51,90,75,0,78,0,0.34
STU0473,Ishaan Malhotra,MCA,7,94,8.06,8.16,90,97,0,96,0,0.1
STU0474,Vihaan Kapoor,MBA,3,98,8.12,8.33,84,94,0,76,0,0.21
STU0475,Sneha Kapoor,B.Tech Electronics,1,88,7.65,7.68,87,82,1,81,0,0.03
STU0476,Myra Malhotra,BCA,7,84,8.62,8.55,93,93,0,81,0,-0.07
STU0477,Pari Joshi,MCA,8,83,8.08,8.47,92,82,0,88,0,0.39
STU0478,Rohan Rao,B.Tech Mechanical,3,81,8.54,8.77,90,80,0,78,0,0.23
STU0479,Vihaan Kapoor,B.Tech Electronics,7,89,8.81,8.83,94,73,0,80,0,0.02
STU0480,Krishna Joshi,MCA,5,86,7.75,7.71,88,87,0,83,0,-0.04
STU0481,Sai Chatterjee,BCA,2,76,7.2,7.23,94,72,0,81,0,0.03
STU0482,Dhruv Verma,BCA,7,84,8.89,8.96,93,86,0,70,0,0.07
STU0483,Shreya Verma,B.Tech Computer Science,4,90,8.31,8.56,100,73,0,97,0,0.25
STU0484,Manish Kapoor,MCA,8,85,8.34,8.48,89,82,0,87,0,0.14
STU0485,Isha Rao,B.Tech Computer Science,4,79,8.58,8.65,86,83,0,93,0,0.07
STU0486,Ayaan Mishra,MCA,4,84,8.38,8.38,95,90,0,97,0,0.0
STU0487,Ananya Kapoor,BCA,5,86,8.53,8.7,98,81,0,90,0,0.17
STU0488,Neha Das,BCA,5,86,8.17,8.34,93,85,0,86,0,0.17
STU0489,Kavya Chatterjee,B.Tech Computer Science,8,94,8.69,9.01,89,80,0,91,0,0.32
STU0490,Fatima Iyer,BCA,6,91,8.94,8.97,90,76,0,82,0,0.03
STU0491,Amit Nair,B.Tech Mechanical,3,91,7.97,8.25,91,87,0,76,0,0.28
STU0492,Priya Chopra,MBA,7,87,7.2,7.31,83,93,0,90,0,0.11
STU0493,Dhruv Gupta,MCA,7,89,8.96,8.92,100,91,0,83,0,-0.04
STU0494,Ananya Mishra,MBA,6,92,7.65,7.64,88,82,0,77,0,-0.01
STU0495,Kavya Mishra,B.Tech Electronics,3,93,8.07,8.29,89,75,0,86,0,0.22
STU0496,Navya Kumar,MCA,8,77,8.17,8.05,100,91,0,85,0,-0.12
STU0497,Neha Verma,MBA,1,93,7.78,8.04,92,87,0,93,0,0.26
STU0498,Arjun Verma,B.Tech Computer Science,7,90,8.34,8.16,87,85,0,85,0,-0.18
STU0499,Rohan Patel,B.Tech Mechanical,3,81,9.41,9.86,95,86,0,83,0,0.45
STU0500,Deepak Chatterjee,BCA,1,82,8.24,8.44,85,88,0,83,0,0.2
STU0501,Simran Mishra,B.Tech Mechanical,8,77,7.77,7.84,100,89,0,75,0,0.07
STU0502,Neha Kapoor,B.Tech Electronics,1,89,7.43,7.8,89,85,0,94,0,0.37
STU0503,Saanvi Kapoor,BCA,1,80,7.5,7.53,97,76,0,70,0,0.03
STU0504,Sneha Kumar,B.Tech Computer Science,2,84,8.48,8.87,89,83,0,93,0,0.39
STU0505,Ananya Iyer,MBA,5,77,8.01,8.2,94,82,0,85,0,0.19
STU0506,Saanvi Joshi,B.Tech Computer Science,6,76,7.87,8.11,87,86,1,88,0,0.24
STU0507,Zoya Chopra,MCA,4,85,8.29,8.25,90,89,0,86,0,-0.04
STU0508,Sai Verma,B.Tech Computer Science,7,84,8.31,8.6,81,92,0,82,0,0.29
STU0509,Priya Mishra,B.Tech Computer Science,1,89,8.8,8.68,88,84,0,79,0,-0.12
STU0510,Sai Mishra,B.Tech Electronics,6,95,7.77,7.81,93,78,0,82,0,0.04
STU0511,Reyansh Malhotra,B.Tech Computer Science,4,88,8.03,8.16,89,76,0,87,0,0.13
STU0512,Amit Mishra,BCA,1,95,8.21,8.41,95,78,0,96,0,0.2
STU0513,Saanvi Kapoor,MBA,1,88,9.02,9.02,100,90,0,88,0,0.0
STU0514,Fatima Sharma,MCA,3,88,8.08,8.47,92,74,0,77,0,0.39
STU0515,Meera Patel,BCA,3,86,8.35,8.49,98,74,0,86,0,0.14
STU0516,Amit Joshi,B.Tech Mechanical,6,77,8.58,8.71,94,80,0,93,0,0.13
STU0517,Krishna Patel,MBA,6,92,8.49,8.61,94,81,0,90,0,0.12
STU0518,Sneha Nair,B.Tech Computer Science,6,95,8.74,8.74,93,78,0,89,0,0.0
STU0519,Simran Kulkarni,B.Tech Electronics,6,89,7.27,7.19,90,84,0,76,0,-0.08
STU0520,Saanvi Chatterjee,B.Tech Electronics,4,88,8.33,8.44,88,92,0,96,0,0.11
STU0521,Myra Bose,MCA,7,84,7.89,8.14,90,85,0,90,0,0.25
STU0522,Simran Rao,MCA,2,77,8.86,9.02,89,85,0,84,0,0.16
STU0523,Ishaan Joshi,B.Tech Mechanical,3,78,8.95,9.11,94,91,0,77,0,0.16
STU0524,Fatima Das,B.Tech Computer Science,2,89,8.07,8.39,81,85,0,80,0,0.32
STU0525,Pari Chatterjee,BCA,5,89,8.44,8.45,88,85,0,78,0,0.01
STU0526,Sai Kumar,B.Tech Electronics,8,91,8.02,7.72,90,79,0,73,0,-0.3
STU0527,Deepak Bose,B.Tech Computer Science,1,80,8.25,8.67,93,82,0,88,0,0.42
STU0528,Priya Patel,MBA,6,84,7.85,7.77,83,83,0,86,0,-0.08
STU0529,Aarav Rao,B.Tech Electronics,7,86,7.99,7.95,95,78,0,90,0,-0.04
STU0530,Priya Nair,MBA,3,81,7.82,7.68,89,91,0,88,0,-0.14
STU0531,Shaurya Singh,BCA,5,91,8.46,8.39,90,81,0,94,0,-0.07
STU0532,Ishaan Patel,MCA,7,81,8.65,8.98,100,83,0,89,0,0.33
STU0533,Pari Mishra,B.Tech Computer Science,6,98,7.89,7.73,82,90,0,71,0,-0.16
STU0534,Ananya Mishra,MBA,4,85,8.42,8.61,94,87,0,93,0,0.19
STU0535,Krishna Rao,B.Tech Computer Science,7,82,7.86,7.86,96,91,0,88,0,0.0
STU0536,Simran Joshi,BCA,8,92,7.61,8.09,99,90,0,97,0,0.48
STU0537,Shreya Singh,BCA,6,78,7.94,7.94,95,79,0,90,0,0.0
STU0538,Dhruv Mishra,BCA,3,93,8.55,8.76,87,80,1,93,0,0.21
STU0539,Fatima Rao,B.Tech Mechanical,8,90,8.18,8.25,81,79,1,98,0,0.07
STU0540,Ananya Gupta,B.Tech Electronics,5,80,8.29,8.64,85,87,0,91,0,0.35
STU0541,Meera Das,B.Tech Computer Science,4,87,9.63,9.45,97,84,0,90,0,-0.18
STU0542,Neha Kumar,B.Tech Mechanical,1,89,7.83,8.03,82,89,1,87,0,0.2
STU0543,Zoya Iyer,B.Tech Electronics,5,90,8.73,8.95,92,80,0,80,0,0.22
STU0544,Arjun Bose,B.Tech Mechanical,8,92,8.92,9.02,92,80,0,93,0,0.1
STU0545,Pari Nair,BCA,3,90,9.17,9.14,90,87,0,89,0,-0.03
STU0546,Myra Patel,B.Tech Electronics,8,85,7.76,8.09,95,80,0,94,0,0.33
STU0547,Neha Malhotra,B.Tech Mechanical,7,92,8.27,8.44,94,80,0,85,0,0.17
STU0548,Riya Kapoor,MBA,2,76,8.64,8.48,99,84,0,83,0,-0.16
STU0549,Ananya Das,MCA,1,83,8.06,8.49,80,93,0,87,0,0.43
STU0550,Meera Gupta,B.Tech Electronics,2,80,7.66,8.15,87,79,0,92,0,0.49
STU0551,Diya Nair,MBA,4,88,7.73,7.92,86,92,0,92,0,0.19
STU0552,Meera Chatterjee,B.Tech Mechanical,3,89,8.38,8.88,91,78,0,88,0,0.5
STU0553,Vivaan Mishra,B.Tech Computer Science,5,97,7.69,7.77,94,85,0,78,0,0.08
STU0554,Sai Mehta,B.Tech Mechanical,3,92,9.36,9.55,87,76,0,86,0,0.19
STU0555,Isha Chatterjee,MCA,8,92,8.44,8.59,89,79,0,90,0,0.15
STU0556,Reyansh Chatterjee,B.Tech Mechanical,8,91,7.43,7.9,94,94,0,75,0,0.47
STU0557,Pari Verma,B.Tech Mechanical,2,80,8.13,8.38,100,90,0,83,0,0.25
STU0558,Isha Mehta,B.Tech Mechanical,3,81,8.82,8.78,100,84,0,96,0,-0.04
STU0559,Ananya Malhotra,MCA,3,90,8.13,8.18,90,88,0,85,0,0.05
STU0560,Sneha Chatterjee,MCA,7,84,8.12,8.29,81,88,0,78,0,0.17
STU0561,Atharva Bose,B.Tech Electronics,1,81,7.36,7.15,85,81,0,98,0,-0.21
STU0562,Dhruv Chatterjee,MBA,7,84,8.29,8.52,92,85,0,76,0,0.23
STU0563,Kabir Iyer,BCA,2,94,9.1,8.91,86,84,0,78,0,-0.19
STU0564,Neha Kumar,BCA,6,89,7.84,8.42,97,87,0,92,0,0.58
STU0565,Ayaan Reddy,B.Tech Mechanical,8,92,7.92,7.91,92,91,0,85,0,-0.01
STU0566,Fatima Kulkarni,B.Tech Electronics,7,79,7.8,7.94,91,97,0,75,0,0.14
STU0567,Navya Das,B.Tech Electronics,3,89,8.94,9.54,89,88,0,88,0,0.6
STU0568,Pari Kulkarni,MBA,2,87,8.15,8.39,80,90,0,85,0,0.24
STU0569,Fatima Mehta,MCA,5,85,9.22,9.24,89,97,0,79,0,0.02
STU0570,Riya Singh,MBA,7,84,8.13,8.45,93,78,0,81,0,0.32
STU0571,Krishna Chopra,B.Tech Electronics,7,83,8.16,8.4,94,75,0,92,0,0.24
STU0572,Neha Kumar,MBA,3,88,8.89,9.13,97,88,0,94,0,0.24
STU0573,Krishna Kumar,BCA,8,89,8.15,8.75,96,89,0,76,0,0.6
STU0574,Navya Sharma,B.Tech Electronics,3,80,8.35,8.53,88,86,0,96,0,0.18
STU0575,Myra Kapoor,MBA,8,90,7.63,7.76,87,83,0,82,0,0.13
STU0576,Kavya Bose,B.Tech Mechanical,8,84,7.57,7.69,89,72,0,98,0,0.12
STU0577,Sai Chopra,B.Tech Computer Science,4,92,8.01,8.16,86,96,0,98,0,0.15
STU0578,Saanvi Nair,MBA,5,87,8.71,8.9,85,83,0,85,0,0.19
STU0579,Zoya Chopra,B.Tech Mechanical,8,84,8.09,8.22,91,86,0,77,0,0.13
STU0580,Ayaan Chopra,B.Tech Computer Science,5,83,7.56,7.91,81,92,0,94,0,0.35
STU0581,Riya Kapoor,B.Tech Computer Science,8,85,7.2,7.28,91,79,0,81,0,0.08
STU0582,Sneha Mehta,B.Tech Mechanical,4,94,8.53,8.5,84,84,0,83,0,-0.03
STU0583,Aditya Chatterjee,BCA,6,89,7.93,8.18,100,90,0,84,0,0.25
STU0584,Sai Chatterjee,B.Tech Computer Science,4,86,8.02,8.41,88,86,0,85,0,0.39
STU0585,Manish Das,B.Tech Mechanical,7,84,7.51,7.72,91,89,0,81,0,0.21
